id,amount,updated_at
"00012326",78900,"08/04/2026 22:50:17"
"00012327",12300,"08/04/2026 22:50:17"
"00012328",85000,"08/04/2026 22:50:17"
"00012329",97000,"08/04/2026 22:50:17"
"00012330",96000,"08/04/2026 22:50:17"
"00012331",85000,"08/04/2026 22:50:17"
"00012332",250000,"08/04/2026 22:50:17"
"00012333",2566000,"08/04/2026 22:50:17"
"00012334",10000,"08/04/2026 22:50:17"
"00012335",15900,"08/04/2026 22:50:17"
"00012336",45000,"08/04/2026 22:50:17"
"00012337",63000,"08/04/2026 22:50:17"
"00012338",58565,"08/04/2026 22:50:17"
"00012339",23000,"08/04/2026 22:50:17"
"00012340",6500000,"08/04/2026 22:50:17"
"00012341",25700,"08/04/2026 22:50:17"
"00012342",8500,"08/04/2026 22:50:17"
"00012343",69300,"08/04/2026 22:50:17"
"00012344",85400,"08/04/2026 22:50:17"
"00012345",96200,"08/04/2026 22:50:17"
"00012346",89000,"08/04/2026 22:50:17"
"00012347",58000,"08/04/2026 22:50:17"
"00012348",47000,"08/04/2026 22:50:17"
"00012349",69400,"08/04/2026 22:50:17"
"00012350",25000,"08/04/2026 22:50:17"
"00012351",36000,"08/04/2026 22:50:17"
"00012352",41000,"08/04/2026 22:50:17"
"00012353",82000,"08/04/2026 22:50:17"
"00012354",93000,"08/04/2026 22:50:17"
"00012355",71000,"08/04/2026 22:50:17"
"00012356",37000,"08/04/2026 22:50:17"
"00012357",24000,"08/04/2026 22:50:17"
"00012358",68000,"08/04/2026 22:50:17"
"00012359",91000,"08/04/2026 22:50:17"
"00012360",42000,"08/04/2026 22:50:17"
"00012361",53000,"08/04/2026 22:50:17"
"00012362",75000,"08/04/2026 22:50:17"
"00012363",860000,"08/04/2026 22:50:17"
"00012364",45600,"08/04/2026 22:50:17"
"00012365",78900,"08/04/2026 22:50:17"
"00012366",12300,"08/04/2026 22:50:17"
"00012367",85000,"08/04/2026 22:50:17"
"00012368",97000,"08/04/2026 22:50:17"
"00012369",96000,"08/04/2026 22:50:17"
"00012370",85000,"08/04/2026 22:50:17"
"00012371",250000,"08/04/2026 22:50:17"
"00012372",2566000,"08/04/2026 22:50:17"
"00012373",10000,"08/04/2026 22:50:17"
"00012374",15900,"08/04/2026 22:50:17"
"00012375",45000,"08/04/2026 22:50:17"
"00012376",63000,"08/04/2026 22:50:17"
"00012377",58565,"08/04/2026 22:50:17"
"00012378",23000,"08/04/2026 22:50:17"
"00012379",6500000,"08/04/2026 22:50:17"
"00012380",25700,"08/04/2026 22:50:17"
"00012381",8500,"08/04/2026 22:50:17"
"00012382",69300,"08/04/2026 22:50:17"
"00012383",85400,"08/04/2026 22:50:17"
"00012384",96200,"08/04/2026 22:50:17"
"00012385",89000,"08/04/2026 22:50:17"
"00012386",58000,"08/04/2026 22:50:17"
"00012387",47000,"08/04/2026 22:50:17"
"00012388",69400,"08/04/2026 22:50:17"
"00012389",25000,"08/04/2026 22:50:17"
"00012390",36000,"08/04/2026 22:50:17"
"00012391",41000,"08/04/2026 22:50:17"
"00012392",250000,"08/04/2026 22:50:17"
"00012393",2566000,"08/04/2026 22:50:17"
"00012394",10000,"08/04/2026 22:50:17"
"00012395",15900,"08/04/2026 22:50:17"
"00012396",45000,"08/04/2026 22:50:17"
"00012397",63000,"08/04/2026 22:50:17"
"00012398",58565,"08/04/2026 22:50:17"
"00012399",23000,"08/04/2026 22:50:17"
"00012400",6500000,"08/04/2026 22:50:17"
"00012401",25700,"08/04/2026 22:50:17"
"00012402",8500,"08/04/2026 22:50:17"
"00012403",69300,"08/04/2026 22:50:17"
"00012404",85400,"08/04/2026 22:50:17"
"00012405",96200,"08/04/2026 22:50:17"
"00012406",89000,"08/04/2026 22:50:17"
"00012407",58000,"08/04/2026 22:50:17"
"00012408",47000,"08/04/2026 22:50:17"
"00012409",69400,"08/04/2026 22:50:17"
"00012410",25000,"08/04/2026 22:50:17"
"00012411",36000,"08/04/2026 22:50:17"
"00012412",41000,"08/04/2026 22:50:17"
"00012413",82000,"08/04/2026 22:50:17"
"00012414",93000,"08/04/2026 22:50:17"
"00012415",71000,"08/04/2026 22:50:17"
"00012416",37000,"08/04/2026 22:50:17"
"00012417",24000,"08/04/2026 22:50:17"
"00012418",68000,"08/04/2026 22:50:17"
"00012419",91000,"08/04/2026 22:50:17"
"00012420",42000,"08/04/2026 22:50:17"
"00012421",53000,"08/04/2026 22:50:17"
"00012422",75000,"08/04/2026 22:50:17"
"00012423",860000,"08/04/2026 22:50:17"
"00012424",45600,"08/04/2026 22:50:17"
"00012425",78900,"08/04/2026 22:50:17"
"00012426",12300,"08/04/2026 22:50:17"
"00012427",85000,"08/04/2026 22:50:17"
"00012428",97000,"08/04/2026 22:50:17"
"00012429",96000,"08/04/2026 22:50:17"
"00012430",85000,"08/04/2026 22:50:17"
"00012431",250000,"08/04/2026 22:50:17"
"00012432",2566000,"08/04/2026 22:50:17"
"00012433",10000,"08/04/2026 22:50:17"
"00012434",15900,"08/04/2026 22:50:17"
"00012435",45000,"08/04/2026 22:50:17"
"00012436",63000,"08/04/2026 22:50:17"
"00012437",58565,"08/04/2026 22:50:17"
"00012438",23000,"08/04/2026 22:50:17"
"00012439",6500000,"08/04/2026 22:50:17"
"00012440",25700,"08/04/2026 22:50:17"
"00012441",8500,"08/04/2026 22:50:17"
"00012442",69300,"08/04/2026 22:50:17"
"00012443",85400,"08/04/2026 22:50:17"
"00012444",96200,"08/04/2026 22:50:17"
"00012445",89000,"08/04/2026 22:50:17"
"00012446",58000,"08/04/2026 22:50:17"
"00012447",47000,"08/04/2026 22:50:17"
"00012448",69400,"08/04/2026 22:50:17"
"00012449",25000,"08/04/2026 22:50:17"
"00012450",36000,"08/04/2026 22:50:17"
"00012451",41000,"08/04/2026 22:50:17"
"00012452",82000,"08/04/2026 22:50:17"
"00012453",93000,"08/04/2026 22:50:17"
"00012454",71000,"08/04/2026 22:50:17"
"00012455",37000,"08/04/2026 22:50:17"
"00012456",24000,"08/04/2026 22:50:17"
"00012457",68000,"08/04/2026 22:50:17"
"00012458",91000,"08/04/2026 22:50:17"
"00012459",42000,"08/04/2026 22:50:17"
"00012460",53000,"08/04/2026 22:50:17"
"00012461",75000,"08/04/2026 22:50:17"
"00012462",860000,"08/04/2026 22:50:17"
"00012463",45600,"08/04/2026 22:50:17"
"00012464",78900,"08/04/2026 22:50:17"
"00012465",12300,"08/04/2026 22:50:17"
"00012466",85000,"08/04/2026 22:50:17"
"00012467",97000,"08/04/2026 22:50:17"
"00012468",96000,"08/04/2026 22:50:17"
"00012469",85000,"08/04/2026 22:50:17"
"00012470",250000,"08/04/2026 22:50:17"
"00012471",2566000,"08/04/2026 22:50:17"
"00012472",10000,"08/04/2026 22:50:17"
"00012473",15900,"08/04/2026 22:50:17"
"00012474",45000,"08/04/2026 22:50:17"
"00012475",63000,"08/04/2026 22:50:17"
"00012476",58565,"08/04/2026 22:50:17"
"00012477",23000,"08/04/2026 22:50:17"
"00012478",6500000,"08/04/2026 22:50:17"
"00012479",25700,"08/04/2026 22:50:17"
"00012480",8500,"08/04/2026 22:50:17"
"00012481",69300,"08/04/2026 22:50:17"
"00012482",85400,"08/04/2026 22:50:17"
"00012483",96200,"08/04/2026 22:50:17"
"00012484",89000,"08/04/2026 22:50:17"
"00012485",58000,"08/04/2026 22:50:17"
"00012486",47000,"08/04/2026 22:50:17"
"00012487",69400,"08/04/2026 22:50:17"
"00012488",25000,"08/04/2026 22:50:17"
"00012489",36000,"08/04/2026 22:50:17"
"00012490",41000,"08/04/2026 22:50:17"
"00012491",250000,"08/04/2026 22:50:17"
"00012492",2566000,"08/04/2026 22:50:17"
"00012493",10000,"08/04/2026 22:50:17"
"00012494",15900,"08/04/2026 22:50:17"
"00012495",45000,"08/04/2026 22:50:17"
"00012496",63000,"08/04/2026 22:50:17"
"00012497",58565,"08/04/2026 22:50:17"
"00012498",23000,"08/04/2026 22:50:17"
"00012499",6500000,"08/04/2026 22:50:17"
"00012500",25700,"08/04/2026 22:50:17"
"00012501",8500,"08/04/2026 22:50:17"
"00012502",69300,"08/04/2026 22:50:17"
"00012503",85400,"08/04/2026 22:50:17"
"00012504",96200,"08/04/2026 22:50:17"
"00012505",89000,"08/04/2026 22:50:17"
"00012506",58000,"08/04/2026 22:50:17"
"00012507",47000,"08/04/2026 22:50:17"
"00012508",69400,"08/04/2026 22:50:17"
"00012509",25000,"08/04/2026 22:50:17"
"00012510",36000,"08/04/2026 22:50:17"
"00012511",41000,"08/04/2026 22:50:17"
"00012512",82000,"08/04/2026 22:50:17"
"00012513",93000,"08/04/2026 22:50:17"
"00012514",71000,"08/04/2026 22:50:17"
"00012515",37000,"08/04/2026 22:50:17"
"00012516",24000,"08/04/2026 22:50:17"
"00012517",68000,"08/04/2026 22:50:17"
"00012518",91000,"08/04/2026 22:50:17"
"00012519",42000,"08/04/2026 22:50:17"
"00012520",53000,"08/04/2026 22:50:17"
"00012521",75000,"08/04/2026 22:50:17"
"00012522",860000,"08/04/2026 22:50:17"
"00012523",45600,"08/04/2026 22:50:17"
"00012524",78900,"08/04/2026 22:50:17"
"00012525",12300,"08/04/2026 22:50:17"
"00012526",85000,"08/04/2026 22:50:17"
"00012527",97000,"08/04/2026 22:50:17"
"00012528",96000,"08/04/2026 22:50:17"
"00012529",85000,"08/04/2026 22:50:17"
"00012530",250000,"08/04/2026 22:50:17"
"00012531",2566000,"08/04/2026 22:50:17"
"00012532",10000,"08/04/2026 22:50:17"
"00012533",15900,"08/04/2026 22:50:17"
"00012534",45000,"08/04/2026 22:50:17"
"00012535",63000,"08/04/2026 22:50:17"
"00012536",58565,"08/04/2026 22:50:17"
"00012537",23000,"08/04/2026 22:50:17"
"00012538",6500000,"08/04/2026 22:50:17"
"00012539",25700,"08/04/2026 22:50:17"
"00012540",8500,"08/04/2026 22:50:17"
"00012541",69300,"08/04/2026 22:50:17"
"00012542",85400,"08/04/2026 22:50:17"
"00012543",96200,"08/04/2026 22:50:17"
"00012544",89000,"08/04/2026 22:50:17"
"00012545",58000,"08/04/2026 22:50:17"
"00012546",47000,"08/04/2026 22:50:17"
"00012547",69400,"08/04/2026 22:50:17"
"00012548",25000,"08/04/2026 22:50:17"
"00012549",36000,"08/04/2026 22:50:17"
"00012550",41000,"08/04/2026 22:50:17"
"00012551",82000,"08/04/2026 22:50:17"
"00012552",93000,"08/04/2026 22:50:17"
"00012553",71000,"08/04/2026 22:50:17"
"00012554",37000,"08/04/2026 22:50:17"
"00012555",24000,"08/04/2026 22:50:17"
"00012556",68000,"08/04/2026 22:50:17"
"00012557",91000,"08/04/2026 22:50:17"
"00012558",42000,"08/04/2026 22:50:17"
"00012559",53000,"08/04/2026 22:50:17"
"00012560",75000,"08/04/2026 22:50:17"
"00012561",860000,"08/04/2026 22:50:17"
"00012562",45600,"08/04/2026 22:50:17"
"00012563",78900,"08/04/2026 22:50:17"
"00012564",12300,"08/04/2026 22:50:17"
"00012565",85000,"08/04/2026 22:50:17"
"00012566",97000,"08/04/2026 22:50:17"
"00012567",96000,"08/04/2026 22:50:17"
"00012568",85000,"08/04/2026 22:50:17"
"00012569",250000,"08/04/2026 22:50:17"
"00012570",2566000,"08/04/2026 22:50:17"
"00012571",10000,"08/04/2026 22:50:17"
"00012572",15900,"08/04/2026 22:50:17"
"00012573",45000,"08/04/2026 22:50:17"
"00012574",63000,"08/04/2026 22:50:17"
"00012575",58565,"08/04/2026 22:50:17"
"00012576",23000,"08/04/2026 22:50:17"
"00012577",6500000,"08/04/2026 22:50:17"
"00012578",25700,"08/04/2026 22:50:17"
"00012579",8500,"08/04/2026 22:50:17"
"00012580",69300,"08/04/2026 22:50:17"
"00012581",85400,"08/04/2026 22:50:17"
"00012582",96200,"08/04/2026 22:50:17"
"00012583",89000,"08/04/2026 22:50:17"
"00012584",58000,"08/04/2026 22:50:17"
"00012585",47000,"08/04/2026 22:50:17"
"00012586",69400,"08/04/2026 22:50:17"
"00012587",25000,"08/04/2026 22:50:17"
"00012588",36000,"08/04/2026 22:50:17"
"00012589",41000,"08/04/2026 22:50:17"
"00012590",250000,"08/04/2026 22:50:17"
"00012591",2566000,"08/04/2026 22:50:17"
"00012592",10000,"08/04/2026 22:50:17"
"00012593",15900,"08/04/2026 22:50:17"
"00012594",45000,"08/04/2026 22:50:17"
"00012595",63000,"08/04/2026 22:50:17"
"00012596",58565,"08/04/2026 22:50:17"
"00012597",23000,"08/04/2026 22:50:17"
"00012598",6500000,"08/04/2026 22:50:17"
"00012599",25700,"08/04/2026 22:50:17"
"00012600",8500,"08/04/2026 22:50:17"
"00012601",69300,"08/04/2026 22:50:17"
"00012602",85400,"08/04/2026 22:50:17"
"00012603",96200,"08/04/2026 22:50:17"
"00012604",89000,"08/04/2026 22:50:17"
"00012605",58000,"08/04/2026 22:50:17"
"00012606",47000,"08/04/2026 22:50:17"
"00012607",69400,"08/04/2026 22:50:17"
"00012608",25000,"08/04/2026 22:50:17"
"00012609",36000,"08/04/2026 22:50:17"
"00012610",41000,"08/04/2026 22:50:17"
"00012611",82000,"08/04/2026 22:50:17"
"00012612",93000,"08/04/2026 22:50:17"
"00012613",71000,"08/04/2026 22:50:17"
"00012614",37000,"08/04/2026 22:50:17"
"00012615",24000,"08/04/2026 22:50:17"
"00012616",68000,"08/04/2026 22:50:17"
"00012617",91000,"08/04/2026 22:50:17"
"00012618",42000,"08/04/2026 22:50:17"
"00012619",53000,"08/04/2026 22:50:17"
"00012620",75000,"08/04/2026 22:50:17"
"00012621",860000,"08/04/2026 22:50:17"
"00012622",45600,"08/04/2026 22:50:17"
"00012623",78900,"08/04/2026 22:50:17"
"00012624",12300,"08/04/2026 22:50:17"
"00012625",85000,"08/04/2026 22:50:17"
"00012626",97000,"08/04/2026 22:50:17"
"00012627",96000,"08/04/2026 22:50:17"
"00012628",85000,"08/04/2026 22:50:17"
"00012629",250000,"08/04/2026 22:50:17"
"00012630",2566000,"08/04/2026 22:50:17"
"00012631",10000,"08/04/2026 22:50:17"
"00012632",15900,"08/04/2026 22:50:17"
"00012633",45000,"08/04/2026 22:50:17"
"00012634",63000,"08/04/2026 22:50:17"
"00012635",58565,"08/04/2026 22:50:17"
"00012636",23000,"08/04/2026 22:50:17"
"00012637",6500000,"08/04/2026 22:50:17"
"00012638",25700,"08/04/2026 22:50:17"
"00012639",8500,"08/04/2026 22:50:17"
"00012640",69300,"08/04/2026 22:50:17"
"00012641",85400,"08/04/2026 22:50:17"
"00012642",96200,"08/04/2026 22:50:17"
"00012643",89000,"08/04/2026 22:50:17"
"00012644",58000,"08/04/2026 22:50:17"
"00012645",47000,"08/04/2026 22:50:17"
"00012646",69400,"08/04/2026 22:50:17"
"00012647",25000,"08/04/2026 22:50:17"
"00012648",36000,"08/04/2026 22:50:17"
"00012649",41000,"08/04/2026 22:50:17"
"00012650",82000,"08/04/2026 22:50:17"
"00012651",93000,"08/04/2026 22:50:17"
"00012652",71000,"08/04/2026 22:50:17"
"00012653",37000,"08/04/2026 22:50:17"
"00012654",24000,"08/04/2026 22:50:17"
"00012655",68000,"08/04/2026 22:50:17"
"00012656",91000,"08/04/2026 22:50:17"
"00012657",42000,"08/04/2026 22:50:17"
"00012658",53000,"08/04/2026 22:50:17"
"00012659",75000,"08/04/2026 22:50:17"
"00012660",860000,"08/04/2026 22:50:17"
"00012661",45600,"08/04/2026 22:50:17"
"00012662",78900,"08/04/2026 22:50:17"
"00012663",12300,"08/04/2026 22:50:17"
"00012664",85000,"08/04/2026 22:50:17"
"00012665",97000,"08/04/2026 22:50:17"
"00012666",96000,"08/04/2026 22:50:17"
"00012667",85000,"08/04/2026 22:50:17"
"00012668",250000,"08/04/2026 22:50:17"
"00012669",2566000,"08/04/2026 22:50:17"
"00012670",10000,"08/04/2026 22:50:17"
"00012671",15900,"08/04/2026 22:50:17"
"00012672",45000,"08/04/2026 22:50:17"
"00012673",63000,"08/04/2026 22:50:17"
"00012674",58565,"08/04/2026 22:50:17"
"00012675",23000,"08/04/2026 22:50:17"
"00012676",6500000,"08/04/2026 22:50:17"
"00012677",25700,"08/04/2026 22:50:17"
"00012678",8500,"08/04/2026 22:50:17"
"00012679",69300,"08/04/2026 22:50:17"
"00012680",85400,"08/04/2026 22:50:17"
"00012681",96200,"08/04/2026 22:50:17"
"00012682",89000,"08/04/2026 22:50:17"
"00012683",58000,"08/04/2026 22:50:17"
"00012684",47000,"08/04/2026 22:50:17"
"00012685",69400,"08/04/2026 22:50:17"
"00012686",25000,"08/04/2026 22:50:17"
"00012687",36000,"08/04/2026 22:50:17"
"00012688",41000,"08/04/2026 22:50:17"
"00012689",250000,"08/04/2026 22:50:17"
"00012690",2566000,"08/04/2026 22:50:17"
"00012691",10000,"08/04/2026 22:50:17"
"00012692",15900,"08/04/2026 22:50:17"
"00012693",45000,"08/04/2026 22:50:17"
"00012694",63000,"08/04/2026 22:50:17"
"00012695",58565,"08/04/2026 22:50:17"
"00012696",23000,"08/04/2026 22:50:17"
"00012697",6500000,"08/04/2026 22:50:17"
"00012698",25700,"08/04/2026 22:50:17"
"00012699",8500,"08/04/2026 22:50:17"
"00012700",69300,"08/04/2026 22:50:17"
"00012701",85400,"08/04/2026 22:50:17"
"00012702",96200,"08/04/2026 22:50:17"
"00012703",89000,"08/04/2026 22:50:17"
"00012704",58000,"08/04/2026 22:50:17"
"00012705",47000,"08/04/2026 22:50:17"
"00012706",69400,"08/04/2026 22:50:17"
"00012707",25000,"08/04/2026 22:50:17"
"00012708",36000,"08/04/2026 22:50:17"
"00012709",41000,"08/04/2026 22:50:17"
"00012710",82000,"08/04/2026 22:50:17"
"00012711",93000,"08/04/2026 22:50:17"
"00012712",71000,"08/04/2026 22:50:17"
"00012713",37000,"08/04/2026 22:50:17"
"00012714",24000,"08/04/2026 22:50:17"
"00012715",68000,"08/04/2026 22:50:17"
"00012716",91000,"08/04/2026 22:50:17"
"00012717",42000,"08/04/2026 22:50:17"
"00012718",53000,"08/04/2026 22:50:17"
"00012719",75000,"08/04/2026 22:50:17"
"00012720",860000,"08/04/2026 22:50:17"
"00012721",45600,"08/04/2026 22:50:17"
"00012722",78900,"08/04/2026 22:50:17"
"00012723",12300,"08/04/2026 22:50:17"
"00012724",85000,"08/04/2026 22:50:17"
"00012725",97000,"08/04/2026 22:50:17"
"00012726",96000,"08/04/2026 22:50:17"
"00012727",85000,"08/04/2026 22:50:17"
"00012728",250000,"08/04/2026 22:50:17"
"00012729",2566000,"08/04/2026 22:50:17"
"00012730",10000,"08/04/2026 22:50:17"
"00012731",15900,"08/04/2026 22:50:17"
"00012732",45000,"08/04/2026 22:50:17"
"00012733",63000,"08/04/2026 22:50:17"
"00012734",58565,"08/04/2026 22:50:17"
"00012735",23000,"08/04/2026 22:50:17"
"00012736",6500000,"08/04/2026 22:50:17"
"00012737",25700,"08/04/2026 22:50:17"
"00012738",8500,"08/04/2026 22:50:17"
"00012739",69300,"08/04/2026 22:50:17"
"00012740",85400,"08/04/2026 22:50:17"
"00012741",96200,"08/04/2026 22:50:17"
"00012742",89000,"08/04/2026 22:50:17"
"00012743",58000,"08/04/2026 22:50:17"
"00012744",47000,"08/04/2026 22:50:17"
"00012745",69400,"08/04/2026 22:50:17"
"00012746",25000,"08/04/2026 22:50:17"
"00012747",36000,"08/04/2026 22:50:17"
"00012748",41000,"08/04/2026 22:50:17"
"00012749",82000,"08/04/2026 22:50:17"
"00012750",93000,"08/04/2026 22:50:17"
"00012751",71000,"08/04/2026 22:50:17"
"00012752",37000,"08/04/2026 22:50:17"
"00012753",24000,"08/04/2026 22:50:17"
"00012754",68000,"08/04/2026 22:50:17"
"00012755",91000,"08/04/2026 22:50:17"
"00012756",42000,"08/04/2026 22:50:17"
"00012757",53000,"08/04/2026 22:50:17"
"00012758",75000,"08/04/2026 22:50:17"
"00012759",860000,"08/04/2026 22:50:17"
"00012760",45600,"08/04/2026 22:50:17"
"00012761",78900,"08/04/2026 22:50:17"
"00012762",12300,"08/04/2026 22:50:17"
"00012763",85000,"08/04/2026 22:50:17"
"00012764",97000,"08/04/2026 22:50:17"
"00012765",96000,"08/04/2026 22:50:17"
"00012766",85000,"08/04/2026 22:50:17"
"00012767",250000,"08/04/2026 22:50:17"
"00012768",2566000,"08/04/2026 22:50:17"
"00012769",10000,"08/04/2026 22:50:17"
"00012770",15900,"08/04/2026 22:50:17"
"00012771",45000,"08/04/2026 22:50:17"
"00012772",63000,"08/04/2026 22:50:17"
"00012773",58565,"08/04/2026 22:50:17"
"00012774",23000,"08/04/2026 22:50:17"
"00012775",6500000,"08/04/2026 22:50:17"
"00012776",25700,"08/04/2026 22:50:17"
"00012777",8500,"08/04/2026 22:50:17"
"00012778",69300,"08/04/2026 22:50:17"
"00012779",85400,"08/04/2026 22:50:17"
"00012780",96200,"08/04/2026 22:50:17"
"00012781",89000,"08/04/2026 22:50:17"
"00012782",58000,"08/04/2026 22:50:17"
"00012783",47000,"08/04/2026 22:50:17"
"00012784",69400,"08/04/2026 22:50:17"
"00012785",25000,"08/04/2026 22:50:17"
"00012786",36000,"08/04/2026 22:50:17"
"00012787",41000,"08/04/2026 22:50:17"
"00012788",250000,"08/04/2026 22:50:17"
"00012789",2566000,"08/04/2026 22:50:17"
"00012790",10000,"08/04/2026 22:50:17"
"00012791",15900,"08/04/2026 22:50:17"
"00012792",45000,"08/04/2026 22:50:17"
"00012793",63000,"08/04/2026 22:50:17"
"00012794",58565,"08/04/2026 22:50:17"
"00012795",23000,"08/04/2026 22:50:17"
"00012796",6500000,"08/04/2026 22:50:17"
"00012797",25700,"08/04/2026 22:50:17"
"00012798",8500,"08/04/2026 22:50:17"
"00012799",69300,"08/04/2026 22:50:17"
"00012800",85400,"08/04/2026 22:50:17"
"00012801",96200,"08/04/2026 22:50:17"
"00012802",89000,"08/04/2026 22:50:17"
"00012803",58000,"08/04/2026 22:50:17"
"00012804",47000,"08/04/2026 22:50:17"
"00012805",69400,"08/04/2026 22:50:17"
"00012806",25000,"08/04/2026 22:50:17"
"00012807",36000,"08/04/2026 22:50:17"
"00012808",41000,"08/04/2026 22:50:17"
"00012809",82000,"08/04/2026 22:50:17"
"00012810",93000,"08/04/2026 22:50:17"
"00012811",71000,"08/04/2026 22:50:17"
"00012812",37000,"08/04/2026 22:50:17"
"00012813",24000,"08/04/2026 22:50:17"
"00012814",68000,"08/04/2026 22:50:17"
"00012815",91000,"08/04/2026 22:50:17"
"00012816",42000,"08/04/2026 22:50:17"
"00012817",53000,"08/04/2026 22:50:17"
"00012818",75000,"08/04/2026 22:50:17"
"00012819",860000,"08/04/2026 22:50:17"
"00012820",45600,"08/04/2026 22:50:17"
"00012821",78900,"08/04/2026 22:50:17"
"00012822",12300,"08/04/2026 22:50:17"
"00012823",85000,"08/04/2026 22:50:17"
"00012824",97000,"08/04/2026 22:50:17"
"00012825",96000,"08/04/2026 22:50:17"
"00012826",85000,"08/04/2026 22:50:17"
"00012827",250000,"08/04/2026 22:50:17"
"00012828",2566000,"08/04/2026 22:50:17"
"00012829",10000,"08/04/2026 22:50:17"
"00012830",15900,"08/04/2026 22:50:17"
"00012831",45000,"08/04/2026 22:50:17"
"00012832",63000,"08/04/2026 22:50:17"
"00012833",58565,"08/04/2026 22:50:17"
"00012834",23000,"08/04/2026 22:50:17"
"00012835",6500000,"08/04/2026 22:50:17"
"00012836",25700,"08/04/2026 22:50:17"
"00012837",8500,"08/04/2026 22:50:17"
"00012838",69300,"08/04/2026 22:50:17"
"00012839",85400,"08/04/2026 22:50:17"
"00012840",96200,"08/04/2026 22:50:17"
"00012841",89000,"08/04/2026 22:50:17"
"00012842",58000,"08/04/2026 22:50:17"
"00012843",47000,"08/04/2026 22:50:17"
"00012844",69400,"08/04/2026 22:50:17"
"00012845",25000,"08/04/2026 22:50:17"
"00012846",36000,"08/04/2026 22:50:17"
"00012847",41000,"08/04/2026 22:50:17"
"00012848",82000,"08/04/2026 22:50:17"
"00012849",93000,"08/04/2026 22:50:17"
"00012850",71000,"08/04/2026 22:50:17"
"00012851",37000,"08/04/2026 22:50:17"
"00012852",24000,"08/04/2026 22:50:17"
"00012853",68000,"08/04/2026 22:50:17"
"00012854",91000,"08/04/2026 22:50:17"
"00012855",42000,"08/04/2026 22:50:17"
"00012856",53000,"08/04/2026 22:50:17"
"00012857",75000,"08/04/2026 22:50:17"
"00012858",860000,"08/04/2026 22:50:17"
"00012859",45600,"08/04/2026 22:50:17"
"00012860",78900,"08/04/2026 22:50:17"
"00012861",12300,"08/04/2026 22:50:17"
"00012862",85000,"08/04/2026 22:50:17"
"00012863",97000,"08/04/2026 22:50:17"
"00012864",96000,"08/04/2026 22:50:17"
"00012865",85000,"08/04/2026 22:50:17"
"00012866",250000,"08/04/2026 22:50:17"
"00012867",2566000,"08/04/2026 22:50:17"
"00012868",10000,"08/04/2026 22:50:17"
"00012869",15900,"08/04/2026 22:50:17"
"00012870",45000,"08/04/2026 22:50:17"
"00012871",63000,"08/04/2026 22:50:17"
"00012872",58565,"08/04/2026 22:50:17"
"00012873",23000,"08/04/2026 22:50:17"
"00012874",6500000,"08/04/2026 22:50:17"
"00012875",25700,"08/04/2026 22:50:17"
"00012876",8500,"08/04/2026 22:50:17"
"00012877",69300,"08/04/2026 22:50:17"
"00012878",85400,"08/04/2026 22:50:17"
"00012879",96200,"08/04/2026 22:50:17"
"00012880",89000,"08/04/2026 22:50:17"
"00012881",58000,"08/04/2026 22:50:17"
"00012882",47000,"08/04/2026 22:50:17"
"00012883",69400,"08/04/2026 22:50:17"
"00012884",25000,"08/04/2026 22:50:17"
"00012885",36000,"08/04/2026 22:50:17"
"00012886",41000,"08/04/2026 22:50:17"
"00012887",250000,"08/04/2026 22:50:17"
"00012888",2566000,"08/04/2026 22:50:17"
"00012889",10000,"08/04/2026 22:50:17"
"00012890",15900,"08/04/2026 22:50:17"
"00012891",45000,"08/04/2026 22:50:17"
"00012892",63000,"08/04/2026 22:50:17"
"00012893",58565,"08/04/2026 22:50:17"
"00012894",23000,"08/04/2026 22:50:17"
"00012895",6500000,"08/04/2026 22:50:17"
"00012896",25700,"08/04/2026 22:50:17"
"00012897",8500,"08/04/2026 22:50:17"
"00012898",69300,"08/04/2026 22:50:17"
"00012899",85400,"08/04/2026 22:50:17"
"00012900",96200,"08/04/2026 22:50:17"
"00012901",89000,"08/04/2026 22:50:17"
"00012902",58000,"08/04/2026 22:50:17"
"00012903",47000,"08/04/2026 22:50:17"
"00012904",69400,"08/04/2026 22:50:17"
"00012905",25000,"08/04/2026 22:50:17"
"00012906",36000,"08/04/2026 22:50:17"
"00012907",41000,"08/04/2026 22:50:17"
"00012908",82000,"08/04/2026 22:50:17"
"00012909",93000,"08/04/2026 22:50:17"
"00012910",71000,"08/04/2026 22:50:17"
"00012911",37000,"08/04/2026 22:50:17"
"00012912",24000,"08/04/2026 22:50:17"
"00012913",68000,"08/04/2026 22:50:17"
"00012914",91000,"08/04/2026 22:50:17"
"00012915",42000,"08/04/2026 22:50:17"
"00012916",53000,"08/04/2026 22:50:17"
"00012917",75000,"08/04/2026 22:50:17"
"00012918",860000,"08/04/2026 22:50:17"
"00012919",45600,"08/04/2026 22:50:17"
"00012920",78900,"08/04/2026 22:50:17"
"00012921",12300,"08/04/2026 22:50:17"
"00012922",85000,"08/04/2026 22:50:17"
"00012923",97000,"08/04/2026 22:50:17"
"00012924",96000,"08/04/2026 22:50:17"
"00012925",85000,"08/04/2026 22:50:17"
"00012926",250000,"08/04/2026 22:50:17"
"00012927",2566000,"08/04/2026 22:50:17"
"00012928",10000,"08/04/2026 22:50:17"
"00012929",15900,"08/04/2026 22:50:17"
"00012930",45000,"08/04/2026 22:50:17"
"00012931",63000,"08/04/2026 22:50:17"
